batch,cluster,file,tier,status
0,arena,flutter_app/lib/features/arena/presentation/pages/arena_production_ready_page_part_01.dart,standard,done
0,arena,flutter_app/lib/features/arena/presentation/pages/arena_report_case_page.dart,standard,done
0,arena,flutter_app/lib/features/arena/presentation/pages/arena_resolution_center_page.dart,standard,done
0,arena,flutter_app/lib/features/arena/presentation/pages/arena_safety_center_page.dart,standard,done
0,arena,flutter_app/lib/features/arena/presentation/pages/arena_smart_rule_builder_page.dart,standard,done
0,arena,flutter_app/lib/features/arena/presentation/pages/arena_studio_page.dart,standard,done
0,arena,flutter_app/lib/features/arena/presentation/pages/arena_trust_breakdown_page.dart,standard,done
0,arena,flutter_app/lib/features/arena/presentation/pages/arena_universal_preset_library_page.dart,standard,done
0,arena,flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page.dart,standard,done
0,arena,flutter_app/lib/features/arena/presentation/pages/my_arena_page.dart,compact,done
0,arena,flutter_app/lib/features/arena/presentation/pages/my_arena_reports_page.dart,compact,done
0,arena,flutter_app/lib/features/arena/presentation/pages/verified_challenges_page.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/pages/address_add_page.dart,form,done
0,wallet,flutter_app/lib/features/wallet/presentation/pages/address_book_page.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/pages/asset_detail_page.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/pages/network_status_page.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/pages/pending_deposits_page.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/pages/portfolio_analytics_page.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/pages/transaction_history_page.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/pages/wallet_gas_optimizer_page.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/pages/wallet_multi_manager_page.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/pages/wallet_page.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/pages/wallet_token_approval_page.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/pages/withdraw_limits_page.dart,form,done
0,wallet,flutter_app/lib/features/wallet/presentation/widgets/vit_wallet_detail_scaffold.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_address_add_preview.dart,form,done
0,wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_buy_crypto_result_sections.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_gas_optimizer_current.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_gas_optimizer_tips.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_gas_optimizer_trends.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_health_score_cards.dart,standard,done
0,wallet,flutter_app/lib/features/wallet/presentation/widgets/wallet_health_score_page_shell.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/active_copies_page_part_01.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/advanced_analytics_page_part_01.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/advanced_analytics_page_part_03.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/advanced_tools_demo_page.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/advanced_trading_demo_page.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/bot_backtesting_page.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/bot_emergency_stop_page.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/bot_optimization_page.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/bot_tax_reporting_page.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/client_categorization_page_part_01.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/client_categorization_page_part_02.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/copy_configuration_page.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/copy_confirmation_page.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/copy_trading_card_demo.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/execution_quality_demo_page.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/live_market_data_analytics_page.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/margin_trading_page_part_04.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/market_data_analytics_page_part_01.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/market_data_analytics_page_part_02.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/market_data_analytics_page_part_03.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/order_receipt_page.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/provider_application_page.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/regulatory_reports_dashboard_page_part_01.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/regulatory_reports_dashboard_page_part_02.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/risk_management_demo_page.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/pages/trade_history_export_page.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/best_execution_current.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/bot_api_documentation_endpoints.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/bot_api_documentation_support_common.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/bot_api_documentation_websocket_examples.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/bot_guide_blocks.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/bot_guide_practices_videos.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/bot_guide_strategies.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/bot_security_settings_cards.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/bot_suitability_breakdown_common.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/bot_suitability_questions_info.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/bot_suitability_result_score.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/client_money_protection_page_sections.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/complaints_handling_overview_complaints.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/complaints_handling_process_common.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/dispute_resolution_cases.dart,form,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/dispute_resolution_form.dart,form,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/investor_compensation_page_common.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/investor_compensation_page_sections.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/performance_attribution_summary_tabs.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/performance_attribution_tabs.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/provider_governance_page_common.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/provider_governance_page_details.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/provider_governance_page_overview.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/regulatory_disclosures_tabs.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/risk_indicator_details_common.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/safety_education_page_common.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/safety_education_page_sections.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/slippage_monitoring_events.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/slippage_monitoring_tabs.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/trade_module_layout.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/trader_profile_overview.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/trader_profile_stats_common.dart,standard,done
0,trade,flutter_app/lib/features/trade/presentation/widgets/trader_profile_trades.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_achievements_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_ad_analytics_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_ad_detail_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_address_proof_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_aml_screening_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_anti_phishing_code_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_blacklist_add_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_blacklist_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_compliance_overview_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_contribution_history_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_dashboard_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_dispute_detail_page.dart,form,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_dispute_evidence_page.dart,form,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_dispute_page.dart,form,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_dispute_resolution_page.dart,form,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_disputes_page.dart,form,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_e2e_info_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_express_confirm_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_fraud_prevention_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_guide_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_identity_verification_page.dart,form,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_fund_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_fund_page_part_01.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_policy_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_score_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_kyc_requirements_page.dart,form,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_kyc_status_page.dart,form,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_large_transaction_justification_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_login_history_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_merchant_apply_page_part_01.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_my_orders_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_notifications_settings_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_order_book_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_order_cancel_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_order_proof_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_order_rate_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_order_timeline_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_payment_method_cooling_period_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_payment_method_history_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_payment_method_verification_page.dart,form,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_report_merchant_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_reviews_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_risk_assessment_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_security_center_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_selfie_verification_page.dart,form,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_settings_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_source_of_funds_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_tax_reporting_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_trading_level_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_transaction_limits_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_wallet_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/pages/p2p_wallet_transfer_page.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/widgets/p2p_express_page_part_01.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/widgets/p2p_home_page_part_01.dart,standard,done
0,p2p,flutter_app/lib/features/p2p/presentation/widgets/p2p_order_page_part_01.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page_part_01.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/earn_portfolio_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_analytics_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_auto_rebalance_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_auto_rebalance_page_part_01.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_auto_rebalance_page_part_02.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_autopilot_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_backtest_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_comparison_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_dca_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_export_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_faq_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_goal_page_part_01.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_guide_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_history_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_ladder_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_notification_preferences_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_notifications_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_product_detail_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_receipt_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_recommendations_page_part_01.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_redeem_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_risk_assessment_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_smart_suggestions_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/savings_what_if_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_advanced_orders_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_analytics_page_part_01.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_api_documentation_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_audit_reports_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_auto_compound_page_part_01.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_community_governance_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_contingency_plan_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_custody_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_dashboard_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_data_export_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_developer_console_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_earn_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_earnings_calendar_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_emergency_actions_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_faq_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_forum_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_guide_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_history_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_institutional_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_insurance_fund_transparency_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_insurance_page_part_01.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_liquid_staking_page_part_01.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_multi_chain_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_notifications_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_proof_of_reserves_page_part_01.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_proposals_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_recommendations_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_regulatory_framework_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_risk_assessment_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_risk_dashboard_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_risk_disclosure_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_risk_score_calculator_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_slashing_history_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_social_feed_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_suitability_assessment_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_tax_guide_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_terms_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_third_party_integrations_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_transaction_reporting_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_validator_health_monitor_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_validator_selection_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_voting_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_webhooks_page.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/pages/staking_withdrawal_policy_page_part_01.dart,form,done
0,earn,flutter_app/lib/features/earn/presentation/widgets/savings_ladder_analysis.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/widgets/savings_ladder_builder_config.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/widgets/savings_ladder_rung_manager.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/widgets/savings_ladder_timeline.dart,standard,done
0,earn,flutter_app/lib/features/earn/presentation/widgets/savings_portfolio_overview.dart,standard,done
0,profile,flutter_app/lib/features/profile/presentation/pages/activity_log_page.dart,standard,done
0,profile,flutter_app/lib/features/profile/presentation/pages/api_key_create_page.dart,standard,done
0,profile,flutter_app/lib/features/profile/presentation/pages/api_management_page.dart,standard,done
0,profile,flutter_app/lib/features/profile/presentation/pages/device_management_page.dart,standard,done
0,profile,flutter_app/lib/features/profile/presentation/pages/edit_profile_page.dart,standard,done
0,profile,flutter_app/lib/features/profile/presentation/pages/kyc_page.dart,form,done
0,profile,flutter_app/lib/features/profile/presentation/pages/profile_page.dart,standard,done
0,profile,flutter_app/lib/features/profile/presentation/pages/security_page.dart,standard,done
0,profile,flutter_app/lib/features/profile/presentation/pages/settings_page.dart,standard,done
0,profile,flutter_app/lib/features/profile/presentation/pages/sub_account_page.dart,standard,done
0,profile,flutter_app/lib/features/profile/presentation/pages/vip_page.dart,standard,done
0,profile,flutter_app/lib/features/profile/presentation/widgets/profile_api_key_create_result.dart,standard,done
0,auth,flutter_app/lib/features/auth/presentation/pages/forgot_password_page.dart,form,done
0,auth,flutter_app/lib/features/auth/presentation/pages/login_page.dart,flush,done
0,auth,flutter_app/lib/features/auth/presentation/pages/otp_page.dart,form,done
0,auth,flutter_app/lib/features/auth/presentation/pages/register_page.dart,form,done
0,auth,flutter_app/lib/features/auth/presentation/pages/reset_password_page.dart,form,done
0,auth,flutter_app/lib/features/auth/presentation/pages/two_fa_setup_page.dart,form,done
0,onboarding,flutter_app/lib/features/onboarding/presentation/pages/onboarding_flow_part_01.dart,form,done
0,onboarding,flutter_app/lib/features/onboarding/presentation/pages/onboarding_flow_part_02.dart,form,done
0,admin,flutter_app/lib/features/admin/presentation/pages/ab_test_dashboard.dart,standard,done
0,admin,flutter_app/lib/features/admin/presentation/pages/admin_home.dart,standard,done
0,admin,flutter_app/lib/features/admin/presentation/pages/admin_settings_page.dart,standard,done
0,admin,flutter_app/lib/features/admin/presentation/pages/analytics_dashboard.dart,standard,done
0,admin,flutter_app/lib/features/admin/presentation/pages/funnel_dashboard.dart,standard,done
0,cross_module,flutter_app/lib/features/cross_module/presentation/pages/unified_portfolio_dashboard.dart,standard,done
0,cross_module,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_tabbed_shell.dart,standard,done
