cluster,file,suggested_tier,violation_type,status,batch,notes
03_tab_roots,flutter_app/lib/features/arena/presentation/pages/arena_universal_preset_library_page_part_03.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page_part_01.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page_part_02.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page_part_03.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_01.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_02.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_03.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_04.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/pages/verified_challenges_page.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_creator_common.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_creator_hero_trust.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_creator_tabs.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_flow_map_nodes.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_flow_map_overview.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_flow_map_qa.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_field_controls.dart,D,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_privacy_clarity.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_resolution_timing.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_setup_fields.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_status_widgets.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_suggestions_eligibility.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_summary_footer.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_join_page_common.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_join_page_sections.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_leaderboard_body.dart,E,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_leaderboard_rows_footer.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_hero.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_prediction.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_quality.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_related.dart,E,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_rules.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_points_entry_detail_page_common.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_points_entry_detail_page_sections.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_points_ledger_page_sections.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_report_case_related_common.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_report_case_summary_timeline.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_report_case_system_appeal.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_safety_center_page_common.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_safety_center_page_sections.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_smart_rule_builder_page_part_01.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_smart_rule_builder_page_part_02.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_state_cards.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_studio_fee_banner.dart,D,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_studio_footer.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/arena_studio_steps.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/arena/presentation/widgets/my_arena_reports_page_sections.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/pages/advanced_charts_page_part_01.dart,D,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/pages/advanced_charts_page_part_02.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/pages/advanced_charts_page_part_03.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/pages/market_overview_page_part_01.dart,D,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/pages/market_overview_page_part_02.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/pages/market_overview_page_part_03.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/pages/portfolio_tracker_page_part_01.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/pages/portfolio_tracker_page_part_02.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/pages/portfolio_tracker_page_part_03.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/pages/social_signals_page_part_01.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/pages/social_signals_page_part_02.dart,E,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/pages/social_signals_page_part_03.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/pages/token_unlocks_page_part_01.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/pages/token_unlocks_page_part_02.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/pages/token_unlocks_page_part_03.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/comparison_tool_content.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/comparison_tool_tokens.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_body_review_widgets.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_calendar_events.dart,E,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_calendar_filters.dart,D,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_calendar_month.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_correlations_diversification_widgets.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_correlations_matrix_widgets.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_depth_chart.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_depth_common.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_depth_order_book.dart,E,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_depth_whale_alerts.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_derivatives_liquidation.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_derivatives_overview.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_derivatives_perpetual.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_heatmap_panels.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_heatmap_summary.dart,D,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_heatmap_treemap.dart,D,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_list_discover.dart,E,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_list_filters.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_list_movers.dart,D,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_movers_results.dart,E,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_movers_row_common.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_news_page_common.dart,E,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_news_page_sections.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_screener_filters.dart,A,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_screener_results.dart,D,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_screener_row_common.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_sector_card.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_sector_comparison_table.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_sector_detail_summary.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/market_sector_distribution.dart,D,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/pair_detail_chart_widgets.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/pair_detail_header_widgets.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/pair_detail_order_widgets.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/price_alerts_page_details.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/social_sentiment_overview_widgets.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/social_sentiment_tabs_widgets.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/social_sentiment_token_widgets.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/social_sentiment_trends_widgets.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/token_info_detail_widgets.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/token_info_market_widgets.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/token_info_tabs_widgets.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/markets/presentation/widgets/watchlist_cards.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/pages/prediction_advanced_chart_page_part_01.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/pages/prediction_advanced_chart_page_part_02.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/pages/prediction_event_detail_page_part_05.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/pages/predictions_portfolio_page.dart,E,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_data_integration_common.dart,D,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_data_integration_keys_webhooks.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_data_integration_sources.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_event_calendar_events.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_event_calendar_notifications.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_event_detail_chart.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_event_detail_detail_tabs.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_event_detail_header.dart,E,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_event_detail_order_book.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_event_detail_related_arena.dart,E,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_event_detail_stats_position.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_event_detail_trade_controls.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_event_detail_trade_panel.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_market_maker_earnings.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_market_maker_positions.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_market_maker_provide.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_market_maker_returns.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_order_receipt_page_sections.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_portfolio_analyzer_overview.dart,E,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_portfolio_analyzer_performance.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_portfolio_analyzer_risk.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_portfolio_history.dart,E,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_portfolio_orders.dart,E,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_portfolio_positions.dart,E,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_risk_calculator_analysis.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_risk_calculator_form.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_risk_calculator_scenarios_guide.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_social_analysis_share.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_social_comment_list.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_social_header_comments.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_tournaments_detail.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_tournaments_empty_leaderboard.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_tournaments_list.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/prediction_tournaments_stats.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/predictions_breaking_page_common.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/predictions_breaking_page_sections.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/predictions_global_activity_widgets.dart,D,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/predictions_home_events.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/predictions_home_highlights.dart,D,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/predictions_leaderboard_podium_rankings.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/predictions_leaderboard_rows_wins.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/predictions_rewards_arena_common.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/predictions_rewards_hero_filters.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/predictions_rewards_table.dart,C,-,done,0,-
03_tab_roots,flutter_app/lib/features/predictions/presentation/widgets/predictions_search_page_common.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_2fa_settings_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_ad_analytics_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_aml_screening_page.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_anti_phishing_code_page.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_blacklist_add_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_claim_detail_page_part_01.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_claim_detail_page_part_02.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_claim_detail_page_part_03.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_compliance_overview_page.dart,E,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_contribution_history_page.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_device_management_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_dispute_evidence_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_dispute_page.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_dispute_resolution_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_disputes_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_e2e_info_page.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_express_confirm_page.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_fraud_prevention_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_fund_lock_history_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_identity_verification_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_fund_page_part_01.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_fund_page_part_02.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_fund_page_part_03.dart,E,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_insurance_policy_page.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_large_transaction_justification_page.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_limit_tracker_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_merchant_apply_page_part_01.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_merchant_apply_page_part_02.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_merchant_apply_page_part_03.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_notifications_settings_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_order_cancel_page.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_order_timeline_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_payment_method_cooling_period_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_payment_method_history_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_payment_method_ownership_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_reviews_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_risk_assessment_page.dart,E,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_security_center_page.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_selfie_verification_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_source_of_funds_page.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_suspicious_activity_page.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/pages/p2p_video_verification_page.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_2fa_settings_page_common.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_2fa_settings_page_sections.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_achievements_page_common.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_achievements_page_sections.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_ad_analytics_page_part_01.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_ad_analytics_page_part_02.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_ad_detail_amount_terms.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_ad_detail_merchant_info.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_address_proof_page_common.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_address_proof_page_sections.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_anti_phishing_code_page_sections.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_blacklist_common.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_blacklist_entries.dart,E,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_blacklist_summary_filters.dart,D,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_chat_header_banners.dart,E,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_create_ad_page_sections.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_create_ad_preview_confirm.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_create_ad_sections.dart,C,-,done,0,-
04_financial,flutter_app/lib/features/p2p/presentation/widgets/p2p_dashboard_page_part_01.dart,D,-,done,0,-
