module,scope,path,container,boxDecoration,borderRadiusCircular,radiusCircular,edgeInsets,fixedWidth,fixedHeight,totalDivergence,exception,exceptionReason
admin,feature_widget,flutter_app/lib/features/admin/presentation/widgets/funnel_dashboard_waterfall_details.dart,0,0,0,0,0,0,0,0,no,-
admin,root_page,flutter_app/lib/features/admin/presentation/widgets/funnel_dashboard_waterfall_details.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_blocked_users_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_challenge_detail_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_challenge_detail_page_part_01.dart,1,0,0,0,0,0,0,1,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_challenge_detail_page_part_02.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_challenge_detail_page_part_03.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_creator_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_flow_map_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_governance_gate_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_governance_gate_page_part_01.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_governance_gate_page_part_02.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_governance_gate_page_part_03.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_governance_gate_page_part_04.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_guide_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_guide_page_part_01.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_guide_page_part_02.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_guide_page_part_03.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_home_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_home_page_part_01.dart,1,0,0,0,0,0,0,1,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_home_page_part_02.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_home_page_part_03.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_join_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_leaderboard_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_mode_detail_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_points_entry_detail_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_points_ledger_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_points_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_points_page_part_01.dart,1,0,0,0,0,0,0,1,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_points_page_part_02.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_points_page_part_03.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_prediction_bridge_foundation_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_prediction_bridge_foundation_page_part_01.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_prediction_bridge_foundation_page_part_02.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_prediction_bridge_foundation_page_part_03.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_production_ready_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_production_ready_page_part_01.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_production_ready_page_part_02.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_production_ready_page_part_03.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_report_case_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_resolution_center_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_safety_center_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_smart_rule_builder_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_smart_rule_builder_page_part_03.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_studio_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_trust_breakdown_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_universal_preset_library_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_universal_preset_library_page_part_01.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_universal_preset_library_page_part_02.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/arena_universal_preset_library_page_part_03.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page_part_01.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page_part_02.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page_part_03.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/my_arena_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_01.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_02.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_03.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_04.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/my_arena_reports_page.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/pages/verified_challenges_page.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_creator_common.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_creator_common.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_creator_hero_trust.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_creator_hero_trust.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_creator_tabs.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_creator_tabs.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_flow_map_nodes.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_flow_map_nodes.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_flow_map_overview.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_flow_map_overview.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_flow_map_qa.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_flow_map_qa.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_field_controls.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_field_controls.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_helpers.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_helpers.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_models.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_models.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_privacy_clarity.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_privacy_clarity.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_resolution_timing.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_resolution_timing.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_setup_fields.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_setup_fields.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_status_widgets.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_status_widgets.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_stepper_title.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_suggestions_eligibility.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_suggestions_eligibility.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_summary_footer.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_summary_footer.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_join_page_common.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_join_page_common.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_join_page_sections.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_join_page_sections.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_leaderboard_body.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_leaderboard_body.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_leaderboard_controls.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_leaderboard_controls.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_leaderboard_rows_footer.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_leaderboard_rows_footer.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_actions.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_common.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_hero.dart,1,0,0,0,0,0,0,1,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_prediction.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_quality.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_related.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_rules.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_points_entry_detail_page_common.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_points_entry_detail_page_common.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_points_entry_detail_page_sections.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_points_entry_detail_page_sections.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_points_ledger_page_common.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_points_ledger_page_common.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_points_ledger_page_sections.dart,1,0,0,0,0,0,0,1,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_points_ledger_page_sections.dart,1,0,0,0,0,0,0,1,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_report_case_related_common.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_report_case_related_common.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_report_case_summary_timeline.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_report_case_summary_timeline.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_report_case_system_appeal.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_report_case_system_appeal.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_safety_center_page_common.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_safety_center_page_common.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_safety_center_page_sections.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_safety_center_page_sections.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_smart_rule_builder_page_part_01.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_smart_rule_builder_page_part_01.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_smart_rule_builder_page_part_02.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_smart_rule_builder_page_part_02.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_state_cards.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_studio_fee_banner.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_studio_fee_banner.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_studio_footer.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_studio_footer.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_studio_stepper.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_studio_stepper.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/arena_studio_steps.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_studio_steps.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/arena_viewport_padding.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/my_arena_reports_page_common.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/my_arena_reports_page_common.dart,0,0,0,0,0,0,0,0,no,-
arena,root_page,flutter_app/lib/features/arena/presentation/widgets/my_arena_reports_page_sections.dart,0,0,0,0,0,0,0,0,no,-
arena,feature_widget,flutter_app/lib/features/arena/presentation/widgets/my_arena_reports_page_sections.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/pages/forgot_password_page.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/pages/login_page.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
auth,root_page,flutter_app/lib/features/auth/presentation/pages/otp_page.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/pages/register_page.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/pages/reset_password_page.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/pages/two_fa_setup_page.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/widgets/forgot_password_page_sections.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
auth,feature_widget,flutter_app/lib/features/auth/presentation/widgets/forgot_password_page_sections.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
auth,feature_widget,flutter_app/lib/features/auth/presentation/widgets/otp_identity_intro.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/widgets/otp_identity_intro.dart,0,0,0,0,0,0,0,0,no,-
auth,feature_widget,flutter_app/lib/features/auth/presentation/widgets/otp_input_status.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/widgets/otp_input_status.dart,0,0,0,0,0,0,0,0,no,-
auth,feature_widget,flutter_app/lib/features/auth/presentation/widgets/register_page_sections.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/widgets/register_page_sections.dart,0,0,0,0,0,0,0,0,no,-
auth,feature_widget,flutter_app/lib/features/auth/presentation/widgets/reset_password_page_sections.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/widgets/reset_password_page_sections.dart,0,0,0,0,0,0,0,0,no,-
auth,feature_widget,flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_backup.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_backup.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_qr.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
auth,feature_widget,flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_qr.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
auth,root_page,flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_steps.dart,0,0,0,0,0,0,0,0,no,-
auth,feature_widget,flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_steps.dart,0,0,0,0,0,0,0,0,no,-
auth,root_page,flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_verify.dart,0,0,0,0,0,0,0,0,no,-
auth,feature_widget,flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_verify.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/pages/cross_module_analytics.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/pages/smart_alert_center.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/pages/tax_report_center.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/pages/tax_report_center_part_01.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/pages/tax_report_center_part_02.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/pages/tax_report_center_part_03.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/pages/unified_portfolio_dashboard.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_cards.dart,0,0,0,0,0,0,0,0,no,-
cross_module,feature_widget,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_cards.dart,0,0,0,0,0,0,0,0,no,-
cross_module,feature_widget,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_common.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_common.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_painters.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
cross_module,feature_widget,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_painters.dart,0,0,0,0,0,0,0,0,yes,allowed_source_keyword: custompainter
cross_module,feature_widget,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_tabs.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_tabs.dart,0,0,0,0,0,0,0,0,no,-
cross_module,feature_widget,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_tabbed_shell.dart,0,0,0,0,0,0,0,0,no,-
cross_module,feature_widget,flutter_app/lib/features/cross_module/presentation/widgets/smart_alert_center_cards.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/widgets/smart_alert_center_cards.dart,0,0,0,0,0,0,0,0,no,-
cross_module,feature_widget,flutter_app/lib/features/cross_module/presentation/widgets/smart_alert_center_common.dart,0,0,0,0,0,0,0,0,no,-
cross_module,root_page,flutter_app/lib/features/cross_module/presentation/widgets/smart_alert_center_common.dart,0,0,0,0,0,0,0,0,no,-
