feature,file,suggested_tier,declared_tier,wiring_count,wiring_violations,structural_count,structural_violations,inner_gap_count,inner_gap_violations,status
arena,flutter_app/lib/features/arena/presentation/pages/arena_universal_preset_library_page_part_03.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page.dart,standard,standard,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page_part_01.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page_part_02.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page_part_03.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/pages/my_arena_page.dart,compact,compact,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_01.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_02.dart,standard,,0,,0,,1,0,pass
arena,flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_03.dart,standard,,0,,0,,2,0,pass
arena,flutter_app/lib/features/arena/presentation/pages/my_arena_page_part_04.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/pages/my_arena_reports_page.dart,compact,compact,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/pages/verified_challenges_page.dart,standard,standard,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_creator_common.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_creator_hero_trust.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_creator_tabs.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_flow_map_nodes.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_flow_map_overview.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_flow_map_qa.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_field_controls.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_helpers.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_models.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_privacy_clarity.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_resolution_timing.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_setup_fields.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_status_widgets.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_stepper_title.dart,standard,,0,,0,,1,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_suggestions_eligibility.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_governance_gate_summary_footer.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_join_page_common.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_join_page_sections.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_leaderboard_body.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_leaderboard_controls.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_leaderboard_rows_footer.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_actions.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_common.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_hero.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_prediction.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_quality.dart,standard,,0,,0,,1,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_related.dart,standard,,0,,0,,2,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_mode_detail_rules.dart,standard,,0,,0,,2,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_points_entry_detail_page_common.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_points_entry_detail_page_sections.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_points_ledger_page_common.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_points_ledger_page_sections.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_report_case_related_common.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_report_case_summary_timeline.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_report_case_system_appeal.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_safety_center_page_common.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_safety_center_page_sections.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_smart_rule_builder_page_part_01.dart,standard,,0,,0,,1,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_smart_rule_builder_page_part_02.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_state_cards.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_studio_fee_banner.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_studio_footer.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_studio_stepper.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_studio_steps.dart,standard,,0,,0,,2,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/arena_viewport_padding.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/my_arena_reports_page_common.dart,standard,,0,,0,,0,0,pass
arena,flutter_app/lib/features/arena/presentation/widgets/my_arena_reports_page_sections.dart,standard,,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/pages/forgot_password_page.dart,form,form,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/pages/login_page.dart,form,form,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/pages/otp_page.dart,form,form,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/pages/register_page.dart,form,form,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/pages/reset_password_page.dart,form,form,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/pages/two_fa_setup_page.dart,form,form,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/widgets/forgot_password_page_sections.dart,standard,,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/widgets/otp_identity_intro.dart,standard,,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/widgets/otp_input_status.dart,standard,,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/widgets/register_page_sections.dart,standard,,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/widgets/reset_password_page_sections.dart,standard,,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_backup.dart,standard,,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_qr.dart,standard,,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_steps.dart,standard,,0,,0,,0,0,pass
auth,flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_verify.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/pages/tax_report_center_part_01.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/pages/tax_report_center_part_02.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/pages/tax_report_center_part_03.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/pages/unified_portfolio_dashboard.dart,standard,standard,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_cards.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_common.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_painters.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_analytics_tabs.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/cross_module_tabbed_shell.dart,standard,standard,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/smart_alert_center_cards.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/smart_alert_center_common.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/smart_alert_center_history_settings.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/smart_alert_center_tabs.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_analysis.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_common.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_history.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_overview.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_painters.dart,standard,,0,,0,,0,0,pass
cross_module,flutter_app/lib/features/cross_module/presentation/widgets/unified_portfolio_tabs.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_backtester_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page_part_01.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page_part_02.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page_part_03.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page_part_04.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_multi_asset_page_part_01.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_multi_asset_page_part_02.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_multi_asset_page_part_03.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_overview_demo.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_page_part_01.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_page_part_02.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_page_part_03.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_page_part_04.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_performance_compare_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_portfolio_optimizer_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_portfolio_optimizer_page_part_01.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_portfolio_optimizer_page_part_02.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_portfolio_optimizer_page_part_03.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_portfolio_optimizer_page_part_04.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page_part_01.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page_part_02.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page_part_03.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_dashboard_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_schedule_analytics_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_schedule_config_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/pages/dca_smart_rules_page.dart,standard,standard,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_backtester_analysis.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_backtester_charts.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_backtester_common.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_backtester_results.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_backtester_setup.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_backtester_tabs.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_overview_demo_actions.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_overview_demo_metrics.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_overview_demo_shell.dart,standard,,0,,0,,1,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_performance_compare_analysis.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_performance_compare_charts.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_performance_compare_painters.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_performance_compare_primitives.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_performance_compare_tabs.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_allocation_widgets.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_common_widgets.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_comparison_hero.dart,standard,,0,,0,,1,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_floating_actions.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_frontier.dart,standard,,0,,0,,1,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_frontier_painter.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_header_drift.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_stat_widgets.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_tab_panels.dart,standard,,0,,0,,3,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_tabs.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_schedule_common.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_schedule_limits_enable.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_schedule_strategy_time.dart,standard,,0,,0,,2,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_smart_rules_cards.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_smart_rules_info_common.dart,standard,,0,,0,,0,0,pass
dca,flutter_app/lib/features/dca/presentation/widgets/dca_smart_rules_tabs_stats.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/pages/topic_hub_page.dart,compact,compact,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/pages/unified_search_page.dart,compact,compact,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/topic_hub_cards.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/topic_hub_common.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/topic_hub_header.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/topic_hub_sections.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/unified_search_common.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/unified_search_entity_cards.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/unified_search_prediction_arena_cards.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/unified_search_results.dart,standard,,0,,0,,0,0,pass
discovery,flutter_app/lib/features/discovery/presentation/widgets/unified_search_shell.dart,standard,,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page_part_01.dart,standard,standard,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page_part_02.dart,standard,,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page_part_03.dart,standard,,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/earn_portfolio_page.dart,standard,standard,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/savings_analytics_page.dart,standard,standard,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/savings_auto_rebalance_page.dart,standard,standard,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/savings_auto_rebalance_page_part_01.dart,standard,standard,0,,0,,2,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/savings_auto_rebalance_page_part_02.dart,standard,standard,0,,0,,1,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/savings_auto_rebalance_page_part_03.dart,standard,,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/savings_autopilot_page.dart,standard,standard,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/savings_backtest_page.dart,standard,standard,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/savings_comparison_page.dart,standard,standard,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/savings_dca_page.dart,standard,standard,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/savings_export_page.dart,standard,standard,0,,0,,5,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/savings_faq_page.dart,standard,standard,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/savings_goal_page_part_01.dart,standard,standard,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/savings_goal_page_part_02.dart,standard,,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/savings_goal_page_part_03.dart,standard,,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/savings_guide_page.dart,standard,standard,0,,0,,0,0,pass
earn,flutter_app/lib/features/earn/presentation/pages/savings_history_page.dart,standard,standard,0,,0,,0,0,pass
